Algorithm,Dataset,Mean(ms),Median(ms),Max(ms),Min(ms),Std(ms)
bubble_sort,half_sorted_1000,68.19599697035926,68.115827976726,70.52583698532544,67.97945202561095,0.3220192802245035
bubble_sort,half_sorted_5000,2017.1103361212633,2017.4661859928165,2032.9747350187972,1989.439675991889,6.364637343443422
bubble_sort,half_sorted_10000,7627.648786485261,7629.1944030090235,7678.337227000156,7490.421808994142,25.912710216998967
bubble_sort,half_sorted_50000,207903.18812966003,208049.5460910024,208300.12981098844,204930.08785898564,626.1869294033312
